"Source Country","Destination Country","Visa Status","Visa Type",Duration
"Burkina Faso",Belize,"Visa Required","visa required",
"Burkina Faso",Benin,"Visa Free",visa-free,90
"Burkina Faso",Bhutan,eVisa,eVisa,
"Burkina Faso",Bolivia,eVisa,eVisa,
"Burkina Faso","Bosnia and Herzegovina","Visa Required","visa required",
"Burkina Faso",Botswana,eVisa,eVisa,
"Burkina Faso",Brazil,"Visa Required","visa required",
"Burkina Faso",Brunei,"Visa Required","visa required",
"Burkina Faso",Bulgaria,"Visa Required","visa required",
"Burkina Faso",Burundi,"Visa on Arrival","visa on arrival",30
"Burkina Faso",Cambodia,"Visa on Arrival","eVisa / visa on arrival",30
"Burkina Faso",Cameroon,eVisa,eVisa,
"Burkina Faso",Canada,"Visa Required","visa required",
"Burkina Faso","Cape Verde","Visa Free","visa-free (EASE)",
"Burkina Faso","Central African Republic","Visa Free",visa-free,90
"Burkina Faso",Chad,"Visa Free",visa-free,90
"Burkina Faso",Chile,"Visa Required","visa required",
"Burkina Faso",China,"Visa Required","visa required",
"Burkina Faso",Colombia,eVisa,eVisa,
"Burkina Faso",Comoros,"Visa on Arrival","visa on arrival",45
"Burkina Faso",Congo,"Visa on Arrival","visa on arrival",
"Burkina Faso","Congo (Dem. Rep.)",eVisa,eVisa,90
"Burkina Faso","Costa Rica","Visa Required","visa required",
"Burkina Faso","Cote d'Ivoire (Ivory Coast)","Visa Free",visa-free,90
"Burkina Faso",Croatia,"Visa Required","visa required",
"Burkina Faso",Cuba,eVisa,eVisa,90
"Burkina Faso",Cyprus,"Visa Required","visa required",
"Burkina Faso","Czech Republic","Visa Required","visa required",
"Burkina Faso",Denmark,"Visa Required","visa required",
"Burkina Faso",Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
"Burkina Faso",Dominica,"Visa Free",visa-free,21
"Burkina Faso","Dominican Republic","Visa Required","visa required",
"Burkina Faso",Ecuador,"Visa Free",visa-free,90
"Burkina Faso",Egypt,"Visa Required","visa required",
"Burkina Faso","El Salvador",eVisa,eVisa,
"Burkina Faso","Equatorial Guinea",eVisa,eVisa,
"Burkina Faso",Eritrea,"Visa Required","visa required",
"Burkina Faso",Estonia,"Visa Required","visa required",
"Burkina Faso",Eswatini,"Visa Required","visa required",
"Burkina Faso",Ethiopia,"Visa on Arrival","eVisa / visa on arrival",90
"Burkina Faso",Fiji,"Visa Required","visa required",
"Burkina Faso",Finland,"Visa Required","visa required",
"Burkina Faso",France,"Visa Required","visa required",
"Burkina Faso",Gabon,eVisa,eVisa,90
"Burkina Faso",Gambia,"Visa Free",visa-free,90
"Burkina Faso",Georgia,eVisa,eVisa,
"Burkina Faso",Germany,"Visa Required","visa required",
"Burkina Faso",Ghana,"Visa Free",visa-free,90
"Burkina Faso",Greece,"Visa Required","visa required",
"Burkina Faso",Grenada,"Visa Required","visa required",
"Burkina Faso",Guatemala,"Visa Required","visa required",
"Burkina Faso",Guinea,"Visa Free",visa-free,
"Burkina Faso",Guinea-Bissau,"Visa Free",visa-free,
"Burkina Faso",Guyana,eVisa,eVisa,
"Burkina Faso",Haiti,"Visa Free",visa-free,90
"Burkina Faso",Honduras,"Visa Required","visa required",
"Burkina Faso","Hong Kong","Visa Free",visa-free,14
"Burkina Faso",Hungary,"Visa Required","visa required",
"Burkina Faso",Iceland,"Visa Required","visa required",
"Burkina Faso",India,"Visa Required","visa required",
"Burkina Faso",Indonesia,eVisa,eVisa,
"Burkina Faso",Iran,"Visa on Arrival","eVisa / visa on arrival",30
"Burkina Faso",Iraq,eVisa,eVisa,
"Burkina Faso",Ireland,"Visa Required","visa required",
"Burkina Faso",Israel,eVisa,eVisa,
"Burkina Faso",Italy,"Visa Required","visa required",
"Burkina Faso",Jamaica,"Visa Required","visa required",
"Burkina Faso",Japan,"Visa Required","visa required",
"Burkina Faso",Jordan,"Visa Required","visa required",
"Burkina Faso",Kazakhstan,eVisa,eVisa,
"Burkina Faso",Kenya,"Visa Free",visa-free,60
"Burkina Faso",Kiribati,"Visa Required","visa required",
"Burkina Faso",Kosovo,"Visa Required","visa required",
"Burkina Faso",Kuwait,"Visa Required","visa required",
"Burkina Faso",Kyrgyzstan,eVisa,eVisa,
"Burkina Faso",Laos,"Visa on Arrival","eVisa / visa on arrival",30
"Burkina Faso",Latvia,"Visa Required","visa required",
"Burkina Faso",Lebanon,"Visa Required","visa required",
"Burkina Faso",Lesotho,"Visa Required","visa required",
"Burkina Faso",Liberia,"Visa Free",visa-free,
"Burkina Faso",Libya,eVisa,eVisa,
"Burkina Faso",Liechtenstein,"Visa Required","visa required",
"Burkina Faso",Lithuania,"Visa Required","visa required",
"Burkina Faso",Luxembourg,"Visa Required","visa required",
"Burkina Faso",Macao,"Visa on Arrival","visa on arrival",30
"Burkina Faso",Madagascar,"Visa on Arrival","eVisa / visa on arrival",90
"Burkina Faso",Malawi,eVisa,eVisa,90
"Burkina Faso",Malaysia,eVisa,eVisa,14
"Burkina Faso",Maldives,"Visa on Arrival","visa on arrival",30
"Burkina Faso",Mali,"Visa Free",visa-free,
"Burkina Faso",Malta,"Visa Required","visa required",
"Burkina Faso","Marshall Islands","Visa Required","visa required",
"Burkina Faso",Mauritania,eVisa,eVisa,90
"Burkina Faso",Mauritius,"Visa on Arrival","visa on arrival",60
"Burkina Faso",Mexico,"Visa Required","visa required",
"Burkina Faso",Micronesia,"Visa Free",visa-free,30
"Burkina Faso",Moldova,eVisa,eVisa,
"Burkina Faso",Monaco,"Visa Required","visa required",
"Burkina Faso",Mongolia,"Visa Required","visa required",
"Burkina Faso",Montenegro,"Visa Required","visa required",
"Burkina Faso",Morocco,"Visa Free",visa-free,90
"Burkina Faso",Mozambique,"Visa on Arrival","eVisa / visa on arrival",30
"Burkina Faso",Myanmar,"Visa Required","visa required",
"Burkina Faso",Namibia,"Visa on Arrival","eVisa / visa on arrival",90
"Burkina Faso",Nauru,"Visa Required","visa required",
"Burkina Faso",Nepal,"Visa on Arrival","eVisa / visa on arrival",150
"Burkina Faso",Netherlands,"Visa Required","visa required",
"Burkina Faso","New Zealand","Visa Required","visa required",
"Burkina Faso",Nicaragua,"Visa on Arrival","visa on arrival",30
"Burkina Faso",Niger,"Visa Free",visa-free,
"Burkina Faso",Nigeria,"Visa Free",visa-free,
"Burkina Faso","North Korea","Visa Required","visa required",
"Burkina Faso","North Macedonia","Visa Required","visa required",
"Burkina Faso",Norway,"Visa Required","visa required",
"Burkina Faso",Oman,eVisa,eVisa,
"Burkina Faso",Pakistan,eVisa,eVisa,
"Burkina Faso",Palau,"Visa on Arrival","visa on arrival",30
"Burkina Faso","Palestinian Territories","Visa Required","visa required",
"Burkina Faso",Panama,"Visa Required","visa required",
"Burkina Faso","Papua New Guinea",eVisa,eVisa,
"Burkina Faso",Paraguay,"Visa Required","visa required",
"Burkina Faso",Peru,"Visa Required","visa required",
"Burkina Faso",Philippines,"Visa Free",visa-free,30
"Burkina Faso",Poland,"Visa Required","visa required",
"Burkina Faso",Portugal,"Visa Required","visa required",
"Burkina Faso",Qatar,eVisa,eVisa,
"Burkina Faso",Romania,"Visa Required","visa required",
"Burkina Faso","Russian Federation","Visa Required","visa required",
"Burkina Faso",Rwanda,"Visa Free",visa-free,30
"Burkina Faso","Saint Kitts and Nevis",eVisa,eVisa,
"Burkina Faso","Saint Lucia","Visa on Arrival","visa on arrival",42
"Burkina Faso",Samoa,"Visa on Arrival","visa on arrival",90
"Burkina Faso","San Marino","Visa Required","visa required",
"Burkina Faso","Sao Tome and Principe",eVisa,eVisa,
"Burkina Faso","Saudi Arabia","Visa Required","visa required",
"Burkina Faso",Senegal,"Visa Free",visa-free,90
"Burkina Faso",Serbia,"Visa Required","visa required",
"Burkina Faso",Seychelles,Unknown,"tourist registration",90
"Burkina Faso","Sierra Leone","Visa Free",visa-free,
"Burkina Faso",Singapore,"Visa Free",visa-free,30
"Burkina Faso",Slovakia,"Visa Required","visa required",
"Burkina Faso",Slovenia,"Visa Required","visa required",
"Burkina Faso","Solomon Islands","Visa Required","visa required",
"Burkina Faso",Somalia,eVisa,eVisa,
"Burkina Faso","South Africa","Visa Required","visa required",
"Burkina Faso","South Korea",eVisa,eVisa,
"Burkina Faso","South Sudan",eVisa,eVisa,90
"Burkina Faso",Spain,"Visa Required","visa required",
"Burkina Faso","Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
"Burkina Faso","St. Vincent and the Grenadines","Visa Free",visa-free,30
"Burkina Faso",Sudan,"Visa Required","visa required",
"Burkina Faso",Suriname,Unknown,"tourist card",90
"Burkina Faso",Sweden,"Visa Required","visa required",
"Burkina Faso",Switzerland,"Visa Required","visa required",
"Burkina Faso",Syria,eVisa,eVisa,
"Burkina Faso",Taiwan,eVisa,eVisa,30
"Burkina Faso",Tajikistan,eVisa,eVisa,
"Burkina Faso",Tanzania,eVisa,eVisa,
"Burkina Faso",Thailand,eVisa,eVisa,
"Burkina Faso",Timor-Leste,"Visa on Arrival","visa on arrival",30
"Burkina Faso",Togo,"Visa Free",visa-free,
"Burkina Faso",Tonga,"Visa Required","visa required",
"Burkina Faso","Trinidad and Tobago","Visa Required","visa required",
"Burkina Faso",Tunisia,"Visa Free",visa-free,90
"Burkina Faso",Turkmenistan,"Visa Required","visa required",
"Burkina Faso",Tuvalu,"Visa on Arrival","visa on arrival",30
"Burkina Faso",Türkiye,"Visa Required","visa required",
"Burkina Faso",Uganda,eVisa,eVisa,
"Burkina Faso",Ukraine,"Visa Required","visa required",
"Burkina Faso","United Arab Emirates",eVisa,eVisa,
"Burkina Faso","United Kingdom","Visa Required","visa required",
"Burkina Faso","United States of America","Visa Required","visa required",
"Burkina Faso",Uruguay,"Visa Required","visa required",
"Burkina Faso",Uzbekistan,"Visa Required","visa required",
"Burkina Faso",Vanuatu,eVisa,eVisa,
"Burkina Faso","Vatican City","Visa Required","visa required",
"Burkina Faso",Venezuela,"Visa Required","visa required",
"Burkina Faso","Viet Nam",eVisa,eVisa,90
"Burkina Faso",Yemen,"Visa Required","visa required",
"Burkina Faso",Zambia,eVisa,eVisa,
"Burkina Faso",Zimbabwe,eVisa,eVisa,
Burundi,Afghanistan,"Visa Required","visa required",
Burundi,Albania,eVisa,eVisa,
Burundi,Algeria,"Visa Required","visa required",
Burundi,Andorra,"Visa Required","visa required",
Burundi,Angola,"Visa Required","visa required",
Burundi,"Antigua and Barbuda",eVisa,eVisa,
Burundi,Argentina,"Visa Required","visa required",
Burundi,Armenia,"Visa Required","visa required",
Burundi,Australia,eVisa,eVisa,
Burundi,Austria,"Visa Required","visa required",
Burundi,Azerbaijan,"Visa Required","visa required",
Burundi,Bahamas,eVisa,eVisa,
Burundi,Bahrain,eVisa,eVisa,
Burundi,Bangladesh,"Visa on Arrival","visa on arrival",30
Burundi,Barbados,"Visa Free",visa-free,90
Burundi,Belarus,"Visa Required","visa required",
Burundi,Belgium,"Visa Required","visa required",
Burundi,Belize,"Visa Required","visa required",
Burundi,Benin,"Visa Free",visa-free,90
Burundi,Bhutan,eVisa,eVisa,
Burundi,Bolivia,eVisa,eVisa,
Burundi,"Bosnia and Herzegovina","Visa Required","visa required",
Burundi,Botswana,eVisa,eVisa,
Burundi,Brazil,"Visa Required","visa required",
Burundi,Brunei,"Visa Required","visa required",
Burundi,Bulgaria,"Visa Required","visa required",
Burundi,"Burkina Faso",eVisa,eVisa,
Burundi,Cambodia,"Visa on Arrival","eVisa / visa on arrival",30
Burundi,Cameroon,eVisa,eVisa,
Burundi,Canada,"Visa Required","visa required",
Burundi,"Cape Verde","Visa on Arrival","visa on arrival (EASE)",
Burundi,"Central African Republic","Visa Free",visa-free,90
Burundi,Chad,"Visa Required","visa required",
Burundi,Chile,"Visa Required","visa required",
Burundi,China,"Visa Required","visa required",
Burundi,Colombia,eVisa,eVisa,
Burundi,Comoros,"Visa on Arrival","visa on arrival",45
Burundi,Congo,"Visa Required","visa required",
Burundi,"Congo (Dem. Rep.)","Visa Free",visa-free,
Burundi,"Costa Rica","Visa Required","visa required",
Burundi,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Burundi,Croatia,"Visa Required","visa required",
Burundi,Cuba,eVisa,eVisa,90
Burundi,Cyprus,"Visa Required","visa required",
Burundi,"Czech Republic","Visa Required","visa required",
Burundi,Denmark,"Visa Required","visa required",
Burundi,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Burundi,Dominica,"Visa Free",visa-free,21
Burundi,"Dominican Republic","Visa Required","visa required",
Burundi,Ecuador,"Visa Free",visa-free,90
Burundi,Egypt,"Visa Required","visa required",
Burundi,"El Salvador",eVisa,eVisa,
Burundi,"Equatorial Guinea",eVisa,eVisa,
Burundi,Eritrea,"Visa Required","visa required",
Burundi,Estonia,"Visa Required","visa required",
Burundi,Eswatini,"Visa Required","visa required",
Burundi,Ethiopia,"Visa on Arrival","eVisa / visa on arrival",90
Burundi,Fiji,"Visa Required","visa required",
Burundi,Finland,"Visa Required","visa required",
Burundi,France,"Visa Required","visa required",
Burundi,Gabon,eVisa,eVisa,90
Burundi,Gambia,"Visa Free",visa-free,90
Burundi,Georgia,eVisa,eVisa,
Burundi,Germany,"Visa Required","visa required",
Burundi,Ghana,"Visa on Arrival","visa on arrival",30
Burundi,Greece,"Visa Required","visa required",
Burundi,Grenada,"Visa Required","visa required",
Burundi,Guatemala,"Visa Required","visa required",
Burundi,Guinea,eVisa,eVisa,90
Burundi,Guinea-Bissau,"Visa on Arrival","visa on arrival",90
Burundi,Guyana,eVisa,eVisa,
Burundi,Haiti,"Visa Free",visa-free,90
Burundi,Honduras,"Visa Required","visa required",
Burundi,"Hong Kong",eVisa,eVisa,
Burundi,Hungary,"Visa Required","visa required",
Burundi,Iceland,"Visa Required","visa required",
Burundi,India,eVisa,eVisa,30
Burundi,Indonesia,eVisa,eVisa,
Burundi,Iran,"Visa on Arrival","eVisa / visa on arrival",30
Burundi,Iraq,eVisa,eVisa,
Burundi,Ireland,"Visa Required","visa required",
Burundi,Israel,eVisa,eVisa,
Burundi,Italy,"Visa Required","visa required",
Burundi,Jamaica,"Visa Required","visa required",
Burundi,Japan,"Visa Required","visa required",
Burundi,Jordan,"Visa Required","visa required",
Burundi,Kazakhstan,eVisa,eVisa,
Burundi,Kenya,"Visa Free",visa-free,180
Burundi,Kiribati,"Visa Required","visa required",
Burundi,Kosovo,"Visa Required","visa required",
Burundi,Kuwait,"Visa Required","visa required",
Burundi,Kyrgyzstan,eVisa,eVisa,
Burundi,Laos,"Visa Required","visa required",
Burundi,Latvia,"Visa Required","visa required",
Burundi,Lebanon,"Visa Required","visa required",
Burundi,Lesotho,"Visa Required","visa required",
Burundi,Liberia,eVisa,eVisa,
Burundi,Libya,eVisa,eVisa,
Burundi,Liechtenstein,"Visa Required","visa required",
Burundi,Lithuania,"Visa Required","visa required",
Burundi,Luxembourg,"Visa Required","visa required",
Burundi,Macao,"Visa on Arrival","visa on arrival",30
Burundi,Madagascar,"Visa Required","visa required",
Burundi,Malawi,eVisa,eVisa,90
Burundi,Malaysia,eVisa,eVisa,14
Burundi,Maldives,"Visa on Arrival","visa on arrival",30
Burundi,Mali,"Visa Required","visa required",
Burundi,Malta,"Visa Required","visa required",
Burundi,"Marshall Islands","Visa Required","visa required",
Burundi,Mauritania,eVisa,eVisa,90
Burundi,Mauritius,"Visa Free",visa-free,90
Burundi,Mexico,"Visa Required","visa required",
Burundi,Micronesia,"Visa Free",visa-free,30
Burundi,Moldova,eVisa,eVisa,
Burundi,Monaco,"Visa Required","visa required",
Burundi,Mongolia,eVisa,eVisa,
Burundi,Montenegro,"Visa Required","visa required",
Burundi,Morocco,"Visa Required","visa required",
Burundi,Mozambique,"Visa on Arrival","eVisa / visa on arrival",30
Burundi,Myanmar,"Visa Required","visa required",
Burundi,Namibia,"Visa on Arrival","eVisa / visa on arrival",90
Burundi,Nauru,"Visa Required","visa required",
Burundi,Nepal,"Visa on Arrival","eVisa / visa on arrival",150
Burundi,Netherlands,"Visa Required","visa required",
Burundi,"New Zealand","Visa Required","visa required",
Burundi,Nicaragua,"Visa on Arrival","visa on arrival",30
Burundi,Niger,"Visa Required","visa required",
Burundi,Nigeria,eVisa,eVisa,90
Burundi,"North Korea","Visa Required","visa required",
Burundi,"North Macedonia","Visa Required","visa required",
Burundi,Norway,"Visa Required","visa required",
Burundi,Oman,eVisa,eVisa,
Burundi,Pakistan,eVisa,eVisa,
Burundi,Palau,"Visa on Arrival","visa on arrival",30
Burundi,"Palestinian Territories","Visa Required","visa required",
Burundi,Panama,"Visa Required","visa required",
Burundi,"Papua New Guinea",eVisa,eVisa,
Burundi,Paraguay,"Visa Required","visa required",
Burundi,Peru,"Visa Required","visa required",
Burundi,Philippines,"Visa Free",visa-free,30
Burundi,Poland,"Visa Required","visa required",
Burundi,Portugal,"Visa Required","visa required",
Burundi,Qatar,eVisa,eVisa,
Burundi,Romania,"Visa Required","visa required",
Burundi,"Russian Federation","Visa Required","visa required",
Burundi,Rwanda,"Visa Free",visa-free,180
Burundi,"Saint Kitts and Nevis",eVisa,eVisa,
Burundi,"Saint Lucia","Visa on Arrival","visa on arrival",42
Burundi,Samoa,"Visa on Arrival","visa on arrival",90
Burundi,"San Marino","Visa Required","visa required",
Burundi,"Sao Tome and Principe",eVisa,eVisa,
Burundi,"Saudi Arabia","Visa Required","visa required",
Burundi,Senegal,"Visa on Arrival","visa on arrival",30
Burundi,Serbia,"Visa Required","visa required",
Burundi,Seychelles,Unknown,"tourist registration",90
Burundi,"Sierra Leone",eVisa,eVisa,
Burundi,Singapore,"Visa Free",visa-free,30
Burundi,Slovakia,"Visa Required","visa required",
Burundi,Slovenia,"Visa Required","visa required",
Burundi,"Solomon Islands","Visa Required","visa required",
Burundi,Somalia,eVisa,eVisa,
Burundi,"South Africa","Visa Required","visa required",
Burundi,"South Korea",eVisa,eVisa,
Burundi,"South Sudan","Visa on Arrival","eVisa / visa on arrival",90
Burundi,Spain,"Visa Required","visa required",
Burundi,"Sri Lanka","Visa on Arrival","eVisa / visa on arrival",30
Burundi,"St. Vincent and the Grenadines","Visa Free",visa-free,90
Burundi,Sudan,"Visa Required","visa required",
Burundi,Suriname,Unknown,"tourist card",90
Burundi,Sweden,"Visa Required","visa required",
Burundi,Switzerland,"Visa Required","visa required",
Burundi,Syria,eVisa,eVisa,
Burundi,Taiwan,"Visa Required","visa required",
Burundi,Tajikistan,eVisa,eVisa,
Burundi,Tanzania,"Visa Free",visa-free,90
Burundi,Thailand,eVisa,eVisa,
Burundi,Timor-Leste,"Visa on Arrival","visa on arrival",30
Burundi,Togo,eVisa,eVisa,15
Burundi,Tonga,"Visa Required","visa required",
Burundi,"Trinidad and Tobago","Visa Required","visa required",
Burundi,Tunisia,"Visa Required","visa required",
Burundi,Turkmenistan,"Visa Required","visa required",
Burundi,Tuvalu,"Visa on Arrival","visa on arrival",30
Burundi,Türkiye,"Visa Required","visa required",
Burundi,Uganda,"Visa Free",visa-free,90
Burundi,Ukraine,"Visa Required","visa required",
Burundi,"United Arab Emirates",eVisa,eVisa,
Burundi,"United Kingdom","Visa Required","visa required",
Burundi,"United States of America","Visa Required","visa required",
Burundi,Uruguay,"Visa Required","visa required",
Burundi,Uzbekistan,"Visa Required","visa required",
Burundi,Vanuatu,eVisa,eVisa,
Burundi,"Vatican City","Visa Required","visa required",
Burundi,Venezuela,"Visa Required","visa required",
Burundi,"Viet Nam",eVisa,eVisa,90
Burundi,Yemen,"Visa Required","visa required",
Burundi,Zambia,"Visa on Arrival","eVisa / visa on arrival",90
Burundi,Zimbabwe,"Visa on Arrival","eVisa / visa on arrival",90
Cambodia,Afghanistan,"Visa Required","visa required",
Cambodia,Albania,eVisa,eVisa,
Cambodia,Algeria,"Visa Required","visa required",
Cambodia,Andorra,"Visa Required","visa required",
Cambodia,Angola,"Visa Required","visa required",
Cambodia,"Antigua and Barbuda",eVisa,eVisa,
Cambodia,Argentina,"Visa Required","visa required",
Cambodia,Armenia,eVisa,eVisa,120
Cambodia,Australia,eVisa,eVisa,
Cambodia,Austria,"Visa Required","visa required",
Cambodia,Azerbaijan,"Visa Required","visa required",
Cambodia,Bahamas,eVisa,eVisa,
Cambodia,Bahrain,eVisa,eVisa,
Cambodia,Bangladesh,"Visa on Arrival","visa on arrival",30
Cambodia,Barbados,"Visa Free",visa-free,90
Cambodia,Belarus,"Visa Required","visa required",
Cambodia,Belgium,"Visa Required","visa required",
Cambodia,Belize,"Visa Required","visa required",
Cambodia,Benin,eVisa,eVisa,
Cambodia,Bhutan,eVisa,eVisa,
Cambodia,Bolivia,eVisa,eVisa,
Cambodia,"Bosnia and Herzegovina","Visa Required","visa required",
Cambodia,Botswana,eVisa,eVisa,
Cambodia,Brazil,"Visa Required","visa required",
Cambodia,Brunei,"Visa Free",visa-free,14
Cambodia,Bulgaria,"Visa Required","visa required",
Cambodia,"Burkina Faso",eVisa,eVisa,
Cambodia,Burundi,"Visa on Arrival","visa on arrival",30
Cambodia,Cameroon,eVisa,eVisa,
Cambodia,Canada,"Visa Required","visa required",
Cambodia,"Cape Verde","Visa on Arrival","visa on arrival (EASE)",
Cambodia,"Central African Republic","Visa Required","visa required",
Cambodia,Chad,eVisa,eVisa,
Cambodia,Chile,"Visa Required","visa required",
Cambodia,China,"Visa Required","visa required",
Cambodia,Colombia,eVisa,eVisa,
Cambodia,Comoros,"Visa on Arrival","visa on arrival",45
Cambodia,Congo,"Visa Required","visa required",
Cambodia,"Congo (Dem. Rep.)",eVisa,eVisa,90
Cambodia,"Costa Rica","Visa Required","visa required",
Cambodia,"Cote d'Ivoire (Ivory Coast)",Unknown,pre-enrollment,90
Cambodia,Croatia,"Visa Required","visa required",
Cambodia,Cuba,eVisa,eVisa,90
Cambodia,Cyprus,"Visa Required","visa required",
Cambodia,"Czech Republic","Visa Required","visa required",
Cambodia,Denmark,"Visa Required","visa required",
Cambodia,Djibouti,"Visa on Arrival","eVisa / visa on arrival",90
Cambodia,Dominica,"Visa Free",visa-free,21
Cambodia,"Dominican Republic","Visa Required","visa required",
Cambodia,Ecuador,"Visa Free",visa-free,90
